age,gender,category,size,subscription_status,discount_applied
25,Male,Clothing,XL,Yes,Yes
60,Male,Accessories,L,Yes,Yes
35,Male,Accessories,M,Yes,Yes
46,Male,Clothing,L,Yes,Yes
41,Male,Clothing,S,Yes,Yes
30,Male,Clothing,XL,Yes,Yes
44,Male,Accessories,L,Yes,Yes
61,Male,Accessories,XL,Yes,Yes
55,Male,Footwear,M,Yes,Yes
50,Male,Accessories,M,Yes,Yes
57,Male,Clothing,L,Yes,Yes
51,Male,Footwear,L,Yes,Yes
18,Male,Clothing,M,Yes,Yes
63,Male,Clothing,L,Yes,Yes
34,Male,Clothing,S,Yes,Yes
25,Male,Clothing,XL,Yes,Yes
46,Male,Clothing,L,Yes,Yes
59,Male,Clothing,L,Yes,Yes
37,Male,Accessories,L,Yes,Yes
49,Male,Outerwear,L,Yes,Yes
22,Male,Accessories,L,Yes,Yes
64,Male,Footwear,M,Yes,Yes
42,Male,Clothing,XL,Yes,Yes
37,Male,Clothing,M,Yes,Yes
26,Male,Outerwear,M,Yes,Yes
33,Male,Clothing,L,Yes,Yes
30,Male,Accessories,M,Yes,Yes
21,Male,Clothing,L,Yes,Yes
22,Male,Clothing,M,Yes,Yes
63,Male,Clothing,L,Yes,Yes
33,Male,Accessories,L,Yes,Yes
43,Male,Clothing,L,Yes,Yes
27,Male,Clothing,S,Yes,Yes
35,Male,Accessories,L,Yes,Yes
37,Male,Clothing,XL,Yes,Yes
61,Male,Accessories,L,Yes,Yes
32,Male,Clothing,L,Yes,Yes
62,Male,Clothing,S,Yes,Yes
29,Male,Clothing,M,Yes,Yes
41,Male,Accessories,L,Yes,Yes
48,Male,Footwear,M,Yes,Yes
43,Male,Outerwear,M,Yes,Yes
34,Male,Clothing,L,Yes,Yes
45,Male,Clothing,L,Yes,Yes
65,Male,Clothing,S,Yes,Yes
61,Male,Accessories,M,Yes,Yes
18,Male,Clothing,L,Yes,Yes
47,Male,Accessories,M,Yes,Yes
56,Male,Accessories,L,Yes,Yes
64,Male,Clothing,S,Yes,Yes
26,Male,Clothing,M,Yes,Yes
22,Male,Clothing,XL,Yes,Yes
64,Male,Clothing,M,Yes,Yes
21,Male,Accessories,L,Yes,Yes
67,Male,Footwear,S,Yes,Yes
46,Male,Clothing,L,Yes,Yes
40,Male,Footwear,M,Yes,Yes
51,Male,Clothing,L,Yes,Yes
35,Male,Accessories,L,Yes,Yes
56,Male,Accessories,M,Yes,Yes
25,Male,Clothing,L,Yes,Yes
65,Male,Accessories,L,Yes,Yes
39,Male,Accessories,L,Yes,Yes
47,Male,Footwear,M,Yes,Yes
36,Male,Accessories,L,Yes,Yes
66,Male,Outerwear,M,Yes,Yes
62,Male,Accessories,S,Yes,Yes
41,Male,Clothing,M,Yes,Yes
66,Male,Footwear,L,Yes,Yes
51,Male,Clothing,XL,Yes,Yes
33,Male,Accessories,XL,Yes,Yes
57,Male,Accessories,L,Yes,Yes
45,Male,Accessories,M,Yes,Yes
61,Male,Clothing,M,Yes,Yes
55,Male,Clothing,XL,Yes,Yes
54,Male,Footwear,M,Yes,Yes
57,Male,Accessories,M,Yes,Yes
27,Male,Outerwear,M,Yes,Yes
64,Male,Accessories,XL,Yes,Yes
52,Male,Clothing,M,Yes,Yes
19,Male,Footwear,M,Yes,Yes
22,Male,Clothing,L,Yes,Yes
18,Male,Clothing,L,Yes,Yes
29,Male,Accessories,L,Yes,Yes
42,Male,Accessories,M,Yes,Yes
49,Male,Accessories,S,Yes,Yes
49,Male,Clothing,M,Yes,Yes
55,Male,Clothing,XL,Yes,Yes
29,Male,Clothing,M,Yes,Yes
60,Male,Clothing,M,Yes,Yes
34,Male,Footwear,M,Yes,Yes
30,Male,Accessories,L,Yes,Yes
28,Male,Clothing,M,Yes,Yes
63,Male,Clothing,L,Yes,Yes
31,Male,Clothing,M,Yes,Yes
46,Male,Clothing,S,Yes,Yes
70,Male,Accessories,S,Yes,Yes
53,Male,Accessories,S,Yes,Yes
50,Male,Clothing,XL,Yes,Yes
33,Male,Accessories,S,Yes,Yes
22,Male,Clothing,M,Yes,Yes
50,Male,Accessories,S,Yes,Yes
34,Male,Footwear,M,Yes,Yes
24,Male,Clothing,L,Yes,Yes
69,Male,Accessories,XL,Yes,Yes
39,Male,Footwear,M,Yes,Yes
42,Male,Clothing,XL,Yes,Yes
42,Male,Outerwear,M,Yes,Yes
29,Male,Clothing,M,Yes,Yes
55,Male,Accessories,L,Yes,Yes
32,Male,Clothing,S,Yes,Yes
25,Male,Accessories,L,Yes,Yes
38,Male,Clothing,M,Yes,Yes
32,Male,Clothing,L,Yes,Yes
43,Male,Footwear,M,Yes,Yes
41,Male,Clothing,L,Yes,Yes
56,Male,Clothing,L,Yes,Yes
27,Male,Clothing,S,Yes,Yes
46,Male,Footwear,L,Yes,Yes
48,Male,Footwear,M,Yes,Yes
52,Male,Accessories,S,Yes,Yes
18,Male,Footwear,M,Yes,Yes
64,Male,Footwear,M,Yes,Yes
54,Male,Accessories,S,Yes,Yes
31,Male,Clothing,M,Yes,Yes
30,Male,Accessories,L,Yes,Yes
26,Male,Clothing,L,Yes,Yes
25,Male,Accessories,S,Yes,Yes
59,Male,Clothing,M,Yes,Yes
55,Male,Accessories,S,Yes,Yes
56,Male,Footwear,M,Yes,Yes
62,Male,Clothing,M,Yes,Yes
35,Male,Clothing,L,Yes,Yes
51,Male,Accessories,M,Yes,Yes
61,Male,Clothing,M,Yes,Yes
27,Male,Accessories,XL,Yes,Yes
54,Male,Clothing,M,Yes,Yes
31,Male,Footwear,S,Yes,Yes
24,Male,Clothing,M,Yes,Yes
42,Male,Clothing,S,Yes,Yes
41,Male,Clothing,M,Yes,Yes
66,Male,Accessories,M,Yes,Yes
58,Male,Outerwear,L,Yes,Yes
43,Male,Accessories,M,Yes,Yes
52,Male,Accessories,M,Yes,Yes
35,Male,Footwear,L,Yes,Yes
23,Male,Accessories,L,Yes,Yes
25,Male,Clothing,L,Yes,Yes
33,Male,Outerwear,M,Yes,Yes
48,Male,Clothing,L,Yes,Yes
42,Male,Clothing,L,Yes,Yes
55,Male,Clothing,M,Yes,Yes
59,Male,Clothing,M,Yes,Yes
65,Male,Clothing,S,Yes,Yes
59,Male,Footwear,L,Yes,Yes
31,Male,Accessories,XL,Yes,Yes
49,Male,Footwear,M,Yes,Yes
53,Male,Clothing,L,Yes,Yes
48,Male,Footwear,M,Yes,Yes
23,Male,Clothing,S,Yes,Yes
68,Male,Footwear,L,Yes,Yes
35,Male,Footwear,M,Yes,Yes
34,Male,Clothing,L,Yes,Yes
62,Male,Accessories,L,Yes,Yes
21,Male,Clothing,L,Yes,Yes
70,Male,Clothing,L,Yes,Yes
55,Male,Clothing,M,Yes,Yes
43,Male,Clothing,L,Yes,Yes
19,Male,Outerwear,L,Yes,Yes
47,Male,Clothing,M,Yes,Yes
26,Male,Footwear,M,Yes,Yes
46,Male,Clothing,XL,Yes,Yes
19,Male,Outerwear,M,Yes,Yes
49,Male,Footwear,M,Yes,Yes
51,Male,Clothing,S,Yes,Yes
64,Male,Clothing,L,Yes,Yes
67,Male,Accessories,M,Yes,Yes
37,Male,Outerwear,M,Yes,Yes
40,Male,Clothing,M,Yes,Yes
38,Male,Accessories,M,Yes,Yes
66,Male,Clothing,M,Yes,Yes
47,Male,Accessories,M,Yes,Yes
56,Male,Clothing,M,Yes,Yes
51,Male,Footwear,M,Yes,Yes
25,Male,Outerwear,M,Yes,Yes
37,Male,Footwear,L,Yes,Yes
41,Male,Accessories,L,Yes,Yes
64,Male,Accessories,M,Yes,Yes
23,Male,Accessories,S,Yes,Yes
62,Male,Clothing,S,Yes,Yes
39,Male,Accessories,L,Yes,Yes
52,Male,Footwear,M,Yes,Yes
50,Male,Footwear,M,Yes,Yes
28,Male,Footwear,S,Yes,Yes
67,Male,Clothing,L,Yes,Yes
41,Male,Clothing,L,Yes,Yes
19,Male,Clothing,S,Yes,Yes
70,Male,Accessories,L,Yes,Yes
49,Male,Accessories,S,Yes,Yes
59,Male,Accessories,S,Yes,Yes
52,Male,Accessories,S,Yes,Yes
20,Male,Clothing,S,Yes,Yes
31,Male,Clothing,L,Yes,Yes
33,Male,Accessories,M,Yes,Yes
44,Male,Clothing,L,Yes,Yes
40,Male,Accessories,XL,Yes,Yes
69,Male,Accessories,M,Yes,Yes
29,Male,Clothing,M,Yes,Yes
54,Male,Accessories,L,Yes,Yes
65,Male,Clothing,M,Yes,Yes
54,Male,Accessories,L,Yes,Yes
60,Male,Accessories,L,Yes,Yes
43,Male,Accessories,M,Yes,Yes
44,Male,Outerwear,M,Yes,Yes
69,Male,Clothing,L,Yes,Yes
46,Male,Clothing,S,Yes,Yes
41,Male,Clothing,M,Yes,Yes
32,Male,Clothing,L,Yes,Yes
26,Male,Accessories,M,Yes,Yes
61,Male,Accessories,L,Yes,Yes
49,Male,Clothing,S,Yes,Yes
53,Male,Clothing,M,Yes,Yes
24,Male,Clothing,M,Yes,Yes
37,Male,Footwear,M,Yes,Yes
43,Male,Clothing,L,Yes,Yes
31,Male,Clothing,L,Yes,Yes
49,Male,Clothing,S,Yes,Yes
69,Male,Clothing,M,Yes,Yes
65,Male,Clothing,M,Yes,Yes
41,Male,Clothing,L,Yes,Yes
37,Male,Accessories,XL,Yes,Yes
70,Male,Outerwear,L,Yes,Yes
63,Male,Footwear,M,Yes,Yes
55,Male,Clothing,M,Yes,Yes
52,Male,Clothing,XL,Yes,Yes
22,Male,Clothing,L,Yes,Yes
54,Male,Clothing,XL,Yes,Yes
28,Male,Footwear,L,Yes,Yes
67,Male,Clothing,XL,Yes,Yes
59,Male,Footwear,M,Yes,Yes
26,Male,Clothing,L,Yes,Yes
24,Male,Outerwear,M,Yes,Yes
62,Male,Clothing,L,Yes,Yes
70,Male,Footwear,M,Yes,Yes
45,Male,Clothing,S,Yes,Yes
58,Male,Clothing,L,Yes,Yes
31,Male,Footwear,M,Yes,Yes
32,Male,Clothing,M,Yes,Yes
36,Male,Clothing,S,Yes,Yes
25,Male,Clothing,L,Yes,Yes
48,Male,Accessories,S,Yes,Yes
39,Male,Accessories,L,Yes,Yes
26,Male,Clothing,M,Yes,Yes
32,Male,Accessories,L,Yes,Yes
54,Male,Accessories,S,Yes,Yes
38,Male,Footwear,M,Yes,Yes
46,Male,Outerwear,XL,Yes,Yes
57,Male,Clothing,M,Yes,Yes
49,Male,Accessories,L,Yes,Yes
33,Male,Clothing,M,Yes,Yes
54,Male,Accessories,XL,Yes,Yes
47,Male,Clothing,M,Yes,Yes
36,Male,Accessories,S,Yes,Yes
68,Male,Accessories,S,Yes,Yes
60,Male,Accessories,S,Yes,Yes
55,Male,Clothing,L,Yes,Yes
29,Male,Clothing,XL,Yes,Yes
38,Male,Accessories,XL,Yes,Yes
70,Male,Footwear,XL,Yes,Yes
36,Male,Clothing,M,Yes,Yes
18,Male,Accessories,XL,Yes,Yes
62,Male,Footwear,L,Yes,Yes
29,Male,Accessories,L,Yes,Yes
21,Male,Footwear,L,Yes,Yes
42,Male,Footwear,M,Yes,Yes
43,Male,Footwear,L,Yes,Yes
58,Male,Clothing,M,Yes,Yes
27,Male,Clothing,S,Yes,Yes
57,Male,Clothing,L,Yes,Yes
40,Male,Outerwear,S,Yes,Yes
45,Male,Clothing,S,Yes,Yes
47,Male,Accessories,M,Yes,Yes
61,Male,Footwear,L,Yes,Yes
60,Male,Outerwear,M,Yes,Yes
69,Male,Clothing,M,Yes,Yes
58,Male,Clothing,M,Yes,Yes
34,Male,Clothing,M,Yes,Yes
20,Male,Accessories,M,Yes,Yes
56,Male,Accessories,M,Yes,Yes
64,Male,Accessories,S,Yes,Yes
56,Male,Footwear,S,Yes,Yes
27,Male,Accessories,M,Yes,Yes
35,Male,Outerwear,S,Yes,Yes
24,Male,Accessories,L,Yes,Yes
26,Male,Footwear,M,Yes,Yes
32,Male,Accessories,M,Yes,Yes
54,Male,Accessories,S,Yes,Yes
62,Male,Accessories,M,Yes,Yes
50,Male,Clothing,M,Yes,Yes
70,Male,Footwear,M,Yes,Yes
48,Male,Accessories,S,Yes,Yes
20,Male,Clothing,XL,Yes,Yes
46,Male,Outerwear,M,Yes,Yes
51,Male,Footwear,M,Yes,Yes
53,Male,Footwear,L,Yes,Yes
44,Male,Accessories,M,Yes,Yes
29,Male,Footwear,L,Yes,Yes
64,Male,Clothing,M,Yes,Yes
51,Male,Footwear,M,Yes,Yes
50,Male,Clothing,L,Yes,Yes
43,Male,Clothing,M,Yes,Yes
61,Male,Clothing,M,Yes,Yes
55,Male,Footwear,M,Yes,Yes
56,Male,Accessories,M,Yes,Yes
33,Male,Accessories,M,Yes,Yes
43,Male,Accessories,M,Yes,Yes
21,Male,Clothing,S,Yes,Yes
58,Male,Accessories,XL,Yes,Yes
41,Male,Accessories,M,Yes,Yes
39,Male,Clothing,M,Yes,Yes
54,Male,Clothing,XL,Yes,Yes
43,Male,Accessories,L,Yes,Yes
28,Male,Footwear,L,Yes,Yes
59,Male,Accessories,XL,Yes,Yes
28,Male,Footwear,M,Yes,Yes
68,Male,Accessories,M,Yes,Yes
20,Male,Accessories,XL,Yes,Yes
21,Male,Outerwear,L,Yes,Yes
50,Male,Clothing,XL,Yes,Yes
32,Male,Clothing,S,Yes,Yes
24,Male,Accessories,M,Yes,Yes
55,Male,Outerwear,S,Yes,Yes
61,Male,Accessories,M,Yes,Yes
61,Male,Accessories,S,Yes,Yes
28,Male,Clothing,M,Yes,Yes
60,Male,Clothing,M,Yes,Yes
49,Male,Accessories,L,Yes,Yes
33,Male,Accessories,L,Yes,Yes
45,Male,Clothing,S,Yes,Yes
29,Male,Accessories,M,Yes,Yes
58,Male,Outerwear,L,Yes,Yes
22,Male,Footwear,M,Yes,Yes
55,Male,Footwear,M,Yes,Yes
19,Male,Clothing,S,Yes,Yes
68,Male,Clothing,M,Yes,Yes
61,Male,Clothing,M,Yes,Yes
68,Male,Accessories,M,Yes,Yes
52,Male,Accessories,XL,Yes,Yes
41,Male,Clothing,XL,Yes,Yes
29,Male,Accessories,M,Yes,Yes
68,Male,Clothing,S,Yes,Yes
36,Male,Clothing,M,Yes,Yes
55,Male,Accessories,M,Yes,Yes
28,Male,Clothing,M,Yes,Yes
39,Male,Clothing,L,Yes,Yes
54,Male,Clothing,L,Yes,Yes
40,Male,Footwear,M,Yes,Yes
31,Male,Clothing,S,Yes,Yes
30,Male,Clothing,L,Yes,Yes
45,Male,Accessories,S,Yes,Yes
48,Male,Footwear,M,Yes,Yes
45,Male,Clothing,M,Yes,Yes
60,Male,Footwear,XL,Yes,Yes
59,Male,Clothing,M,No,Yes
18,Male,Clothing,L,No,Yes
70,Male,Outerwear,M,No,Yes
20,Male,Clothing,L,No,Yes
65,Male,Outerwear,S,No,Yes
29,Male,Accessories,L,No,Yes
22,Male,Outerwear,M,No,Yes
27,Male,Clothing,S,No,Yes
36,Male,Outerwear,M,No,Yes
59,Male,Footwear,M,No,Yes
62,Male,Clothing,S,No,Yes
34,Male,Accessories,M,No,Yes
59,Male,Clothing,XL,No,Yes
49,Male,Outerwear,M,No,Yes
18,Male,Clothing,S,No,Yes
55,Male,Clothing,M,No,Yes
38,Male,Clothing,XL,No,Yes
50,Male,Accessories,M,No,Yes
61,Male,Accessories,M,No,Yes
48,Male,Clothing,L,No,Yes
22,Male,Accessories,XL,No,Yes
48,Male,Accessories,S,No,Yes
57,Male,Accessories,L,No,Yes
33,Male,Outerwear,L,No,Yes
58,Male,Outerwear,M,No,Yes
37,Male,Clothing,M,No,Yes
18,Male,Outerwear,S,No,Yes
65,Male,Accessories,L,No,Yes
62,Male,Accessories,XL,No,Yes
54,Male,Accessories,XL,No,Yes
35,Male,Accessories,L,No,Yes
34,Male,Clothing,S,No,Yes
25,Male,Accessories,M,No,Yes
53,Male,Accessories,M,No,Yes
45,Male,Clothing,S,No,Yes
49,Male,Clothing,M,No,Yes
40,Male,Accessories,M,No,Yes
38,Male,Accessories,M,No,Yes
44,Male,Clothing,L,No,Yes
68,Male,Accessories,L,No,Yes
60,Male,Footwear,S,No,Yes
25,Male,Accessories,M,No,Yes
19,Male,Outerwear,S,No,Yes
57,Male,Outerwear,S,No,Yes
58,Male,Accessories,M,No,Yes
49,Male,Accessories,S,No,Yes
19,Male,Clothing,M,No,Yes
50,Male,Clothing,L,No,Yes
30,Male,Accessories,XL,No,Yes
52,Male,Clothing,M,No,Yes
35,Male,Clothing,S,No,Yes
35,Male,Accessories,M,No,Yes
33,Male,Clothing,S,No,Yes
52,Male,Clothing,L,No,Yes
69,Male,Footwear,M,No,Yes
27,Male,Clothing,M,No,Yes
66,Male,Clothing,L,No,Yes
28,Male,Clothing,L,No,Yes
22,Male,Footwear,S,No,Yes
69,Male,Clothing,XL,No,Yes
28,Male,Accessories,M,No,Yes
55,Male,Clothing,L,No,Yes
30,Male,Accessories,S,No,Yes
67,Male,Accessories,M,No,Yes
25,Male,Accessories,L,No,Yes
49,Male,Accessories,M,No,Yes
34,Male,Accessories,M,No,Yes
22,Male,Footwear,M,No,Yes
63,Male,Clothing,XL,No,Yes
70,Male,Accessories,S,No,Yes
36,Male,Accessories,S,No,Yes
42,Male,Clothing,M,No,Yes
27,Male,Footwear,M,No,Yes
23,Male,Accessories,L,No,Yes
50,Male,Clothing,XL,No,Yes
56,Male,Accessories,L,No,Yes
37,Male,Clothing,XL,No,Yes
67,Male,Accessories,M,No,Yes
67,Male,Clothing,M,No,Yes
50,Male,Clothing,S,No,Yes
36,Male,Footwear,XL,No,Yes
62,Male,Clothing,M,No,Yes
65,Male,Clothing,L,No,Yes
23,Male,Accessories,S,No,Yes
46,Male,Clothing,XL,No,Yes
18,Male,Clothing,M,No,Yes
58,Male,Outerwear,L,No,Yes
31,Male,Clothing,M,No,Yes
39,Male,Accessories,S,No,Yes
69,Male,Clothing,L,No,Yes
68,Male,Footwear,L,No,Yes
41,Male,Clothing,S,No,Yes
31,Male,Footwear,L,No,Yes
48,Male,Footwear,M,No,Yes
59,Male,Accessories,XL,No,Yes
34,Male,Clothing,M,No,Yes
21,Male,Accessories,L,No,Yes
29,Male,Accessories,S,No,Yes
41,Male,Clothing,M,No,Yes
62,Male,Accessories,M,No,Yes
27,Male,Clothing,M,No,Yes
49,Male,Clothing,L,No,Yes
67,Male,Clothing,S,No,Yes
20,Male,Footwear,M,No,Yes
37,Male,Accessories,M,No,Yes
69,Male,Accessories,L,No,Yes
66,Male,Accessories,L,No,Yes
37,Male,Accessories,S,No,Yes
63,Male,Clothing,S,No,Yes
47,Male,Footwear,M,No,Yes
26,Male,Clothing,L,No,Yes
68,Male,Clothing,M,No,Yes
51,Male,Clothing,M,No,Yes
48,Male,Clothing,S,No,Yes
60,Male,Clothing,XL,No,Yes
68,Male,Accessories,L,No,Yes
25,Male,Accessories,S,No,Yes
57,Male,Clothing,S,No,Yes
41,Male,Clothing,M,No,Yes
59,Male,Outerwear,L,No,Yes
44,Male,Accessories,M,No,Yes
42,Male,Accessories,M,No,Yes
35,Male,Accessories,M,No,Yes
36,Male,Clothing,M,No,Yes
54,Male,Clothing,M,No,Yes
37,Male,Clothing,M,No,Yes
20,Male,Clothing,M,No,Yes
23,Male,Clothing,S,No,Yes
61,Male,Clothing,L,No,Yes
37,Male,Accessories,M,No,Yes
23,Male,Clothing,M,No,Yes
63,Male,Accessories,S,No,Yes
47,Male,Clothing,M,No,Yes
63,Male,Clothing,M,No,Yes
56,Male,Accessories,L,No,Yes
68,Male,Clothing,M,No,Yes
64,Male,Clothing,XL,No,Yes
62,Male,Clothing,M,No,Yes
34,Male,Clothing,L,No,Yes
49,Male,Outerwear,M,No,Yes
40,Male,Outerwear,L,No,Yes
50,Male,Clothing,S,No,Yes
25,Male,Accessories,M,No,Yes
30,Male,Accessories,M,No,Yes
54,Male,Footwear,L,No,Yes
40,Male,Clothing,M,No,Yes
49,Male,Footwear,M,No,Yes
27,Male,Outerwear,XL,No,Yes
27,Male,Footwear,XL,No,Yes
48,Male,Accessories,S,No,Yes
40,Male,Footwear,M,No,Yes
67,Male,Accessories,M,No,Yes
52,Male,Accessories,M,No,Yes
22,Male,Accessories,S,No,Yes
62,Male,Footwear,M,No,Yes
20,Male,Footwear,S,No,Yes
41,Male,Clothing,M,No,Yes
34,Male,Accessories,M,No,Yes
23,Male,Clothing,M,No,Yes
32,Male,Footwear,M,No,Yes
68,Male,Accessories,XL,No,Yes
30,Male,Outerwear,M,No,Yes
66,Male,Clothing,L,No,Yes
62,Male,Clothing,XL,No,Yes
50,Male,Footwear,XL,No,Yes
55,Male,Footwear,M,No,Yes
19,Male,Clothing,M,No,Yes
67,Male,Accessories,M,No,Yes
18,Male,Clothing,M,No,Yes
58,Male,Clothing,L,No,Yes
69,Male,Clothing,L,No,Yes
62,Male,Clothing,M,No,Yes
28,Male,Accessories,S,No,Yes
53,Male,Footwear,S,No,Yes
27,Male,Clothing,L,No,Yes
55,Male,Outerwear,S,No,Yes
34,Male,Accessories,XL,No,Yes
25,Male,Accessories,L,No,Yes
66,Male,Clothing,M,No,Yes
57,Male,Accessories,M,No,Yes
46,Male,Clothing,L,No,Yes
38,Male,Accessories,M,No,Yes
23,Male,Clothing,M,No,Yes
42,Male,Accessories,M,No,Yes
25,Male,Clothing,S,No,Yes
55,Male,Clothing,M,No,Yes
62,Male,Outerwear,XL,No,Yes
41,Male,Accessories,L,No,Yes
58,Male,Clothing,XL,No,Yes
56,Male,Clothing,M,No,Yes
25,Male,Clothing,S,No,Yes
70,Male,Clothing,S,No,Yes
42,Male,Clothing,M,No,Yes
27,Male,Clothing,M,No,Yes
65,Male,Clothing,M,No,Yes
62,Male,Accessories,XL,No,Yes
62,Male,Footwear,M,No,Yes
52,Male,Clothing,XL,No,Yes
56,Male,Clothing,XL,No,Yes
28,Male,Footwear,L,No,Yes
39,Male,Footwear,XL,No,Yes
54,Male,Footwear,XL,No,Yes
30,Male,Accessories,M,No,Yes
45,Male,Outerwear,S,No,Yes
68,Male,Clothing,L,No,Yes
47,Male,Footwear,XL,No,Yes
68,Male,Clothing,M,No,Yes
63,Male,Clothing,XL,No,Yes
20,Male,Clothing,L,No,Yes
29,Male,Footwear,L,No,Yes
41,Male,Clothing,L,No,Yes
52,Male,Clothing,S,No,Yes
32,Male,Clothing,M,No,Yes
20,Male,Clothing,M,No,Yes
47,Male,Clothing,S,No,Yes
23,Male,Outerwear,XL,No,Yes
43,Male,Accessories,M,No,Yes
67,Male,Clothing,M,No,Yes
70,Male,Accessories,S,No,Yes
35,Male,Footwear,M,No,Yes
41,Male,Clothing,L,No,Yes
54,Male,Accessories,M,No,Yes
55,Male,Clothing,S,No,Yes
51,Male,Footwear,L,No,Yes
19,Male,Clothing,L,No,Yes
28,Male,Clothing,M,No,Yes
63,Male,Clothing,L,No,Yes
30,Male,Clothing,L,No,Yes
29,Male,Accessories,M,No,Yes
24,Male,Clothing,L,No,Yes
69,Male,Clothing,M,No,Yes
65,Male,Clothing,M,No,Yes
64,Male,Accessories,M,No,Yes
40,Male,Accessories,L,No,Yes
24,Male,Clothing,XL,No,Yes
66,Male,Accessories,XL,No,Yes
35,Male,Outerwear,M,No,Yes
67,Male,Clothing,M,No,Yes
69,Male,Footwear,S,No,Yes
26,Male,Accessories,M,No,Yes
23,Male,Clothing,XL,No,Yes
27,Male,Clothing,M,No,Yes
30,Male,Footwear,M,No,Yes
48,Male,Clothing,S,No,Yes
44,Male,Footwear,M,No,Yes
29,Male,Clothing,S,No,Yes
29,Male,Accessories,L,No,Yes
67,Male,Clothing,M,No,Yes
42,Male,Clothing,M,No,Yes
23,Male,Footwear,M,No,Yes
34,Male,Clothing,L,No,Yes
64,Male,Accessories,S,No,Yes
31,Male,Clothing,XL,No,Yes
54,Male,Clothing,L,No,Yes
23,Male,Outerwear,L,No,Yes
59,Male,Clothing,L,No,Yes
32,Male,Clothing,L,No,Yes
43,Male,Clothing,L,No,Yes
32,Male,Footwear,M,No,Yes
66,Male,Clothing,M,No,Yes
70,Male,Footwear,M,No,Yes
42,Male,Footwear,S,No,Yes
56,Male,Clothing,L,No,Yes
28,Male,Accessories,S,No,Yes
28,Male,Clothing,M,No,Yes
52,Male,Clothing,M,No,Yes
65,Male,Accessories,M,No,Yes
56,Male,Accessories,XL,No,Yes
59,Male,Clothing,L,No,Yes
23,Male,Clothing,M,No,Yes
58,Male,Clothing,M,No,Yes
39,Male,Accessories,S,No,Yes
28,Male,Accessories,L,No,Yes
40,Male,Footwear,M,No,Yes
52,Male,Outerwear,M,No,Yes
37,Male,Clothing,M,No,Yes
70,Male,Accessories,M,No,Yes
30,Male,Accessories,M,No,Yes
38,Male,Clothing,M,No,Yes
66,Male,Clothing,S,No,Yes
29,Male,Clothing,M,No,Yes
46,Male,Outerwear,S,No,Yes
56,Male,Footwear,M,No,Yes
23,Male,Footwear,M,No,Yes
37,Male,Clothing,L,No,Yes
56,Male,Accessories,S,No,Yes
36,Male,Accessories,L,No,Yes
40,Male,Accessories,M,No,Yes
26,Male,Clothing,XL,No,Yes
57,Male,Accessories,XL,No,Yes
68,Male,Footwear,M,No,Yes
56,Male,Clothing,S,No,Yes
40,Male,Clothing,M,No,Yes
44,Male,Clothing,L,No,Yes
44,Male,Clothing,M,No,Yes
19,Male,Accessories,XL,No,Yes
21,Male,Clothing,XL,No,Yes
31,Male,Accessories,M,No,Yes
30,Male,Outerwear,L,No,Yes
65,Male,Accessories,XL,No,Yes
39,Male,Clothing,M,No,Yes
64,Male,Accessories,M,No,Yes
59,Male,Clothing,M,No,Yes
49,Male,Outerwear,M,No,Yes
24,Male,Accessories,S,No,Yes
19,Male,Accessories,XL,No,Yes
27,Male,Clothing,S,No,Yes
56,Male,Clothing,L,No,Yes
49,Male,Clothing,M,No,Yes
41,Male,Outerwear,M,No,Yes
36,Male,Clothing,L,No,Yes
68,Male,Accessories,L,No,Yes
28,Male,Accessories,M,No,Yes
45,Male,Accessories,M,No,Yes
60,Male,Accessories,S,No,Yes
21,Male,Clothing,L,No,Yes
32,Male,Footwear,M,No,Yes
27,Male,Accessories,L,No,Yes
40,Male,Clothing,M,No,Yes
64,Male,Clothing,M,No,Yes
18,Male,Accessories,L,No,Yes
22,Male,Accessories,M,No,Yes
42,Male,Footwear,L,No,Yes
57,Male,Footwear,L,No,Yes
33,Male,Accessories,L,No,Yes
37,Male,Outerwear,XL,No,Yes
21,Male,Clothing,L,No,Yes
51,Male,Footwear,S,No,Yes
30,Male,Footwear,L,No,Yes
68,Male,Outerwear,L,No,Yes
36,Male,Accessories,M,No,Yes
46,Male,Footwear,M,No,Yes
41,Male,Accessories,M,No,Yes
68,Male,Outerwear,M,No,Yes
21,Male,Clothing,M,No,Yes
62,Male,Clothing,M,No,Yes
59,Male,Accessories,L,No,Yes
25,Male,Accessories,M,No,Yes
53,Male,Clothing,S,No,Yes
31,Male,Accessories,M,No,Yes
46,Male,Accessories,L,No,Yes
26,Male,Outerwear,L,No,Yes
47,Male,Accessories,L,No,Yes
37,Male,Clothing,XL,No,Yes
55,Male,Accessories,S,No,Yes
30,Male,Clothing,M,No,Yes
19,Male,Accessories,M,No,Yes
36,Male,Accessories,M,No,Yes
23,Male,Footwear,M,No,Yes
62,Male,Accessories,L,No,Yes
26,Male,Accessories,M,No,Yes
36,Male,Accessories,M,No,Yes
33,Male,Clothing,M,No,Yes
32,Male,Clothing,L,No,Yes
56,Male,Accessories,XL,No,Yes
58,Male,Clothing,M,No,Yes
34,Male,Accessories,M,No,Yes
61,Male,Accessories,M,No,Yes
48,Male,Clothing,L,No,Yes
25,Male,Clothing,M,No,Yes
51,Male,Clothing,S,No,Yes
29,Male,Clothing,M,No,Yes
54,Male,Accessories,M,No,Yes
48,Male,Footwear,L,No,Yes
62,Male,Clothing,S,No,Yes
